bib,age,5k_minutes,gender_F,gender_M,finish_minutes,avg_pace_to_5k
8553,37,22.2,0,1,188.07,13.51
8353,57,22.67,0,1,188.07,13.23
12253,27,21.88,1,0,188.07,13.71
10169,54,22.03,0,1,188.07,13.62
1769,37,19.38,0,1,188.08,15.48
9056,47,22.1,0,1,188.08,13.57
4871,40,23.6,0,1,188.08,12.71
11810,40,23.62,1,0,188.08,12.7
9165,42,22.02,0,1,188.08,13.62
9211,43,22.62,0,1,188.08,13.26
9796,50,22.5,0,1,188.08,13.33
4768,32,20.8,0,1,188.1,14.42
3258,37,21.15,0,1,188.1,14.18
4107,37,21.17,0,1,188.1,14.17
9380,42,20.65,0,1,188.1,14.53
9314,45,21.52,1,0,188.1,13.94
8385,47,21.93,1,0,188.1,13.68
11496,56,22.67,0,1,188.1,13.23
5079,32,20.83,0,1,188.12,14.4
5105,34,21.13,0,1,188.12,14.2
7030,36,20.73,0,1,188.12,14.47
10632,51,22.38,0,1,188.13,13.4
6812,40,21.65,0,1,188.13,13.86
10063,31,23.58,1,0,188.13,12.72
10343,34,23.58,1,0,188.13,12.72
8655,42,20.32,0,1,188.15,14.76
11191,34,23.58,1,0,188.15,12.72
10116,47,22.0,1,0,188.15,13.64
12970,38,22.43,1,0,188.15,13.37
2818,32,20.95,0,1,188.17,14.32
9086,49,21.3,0,1,188.17,14.08
10827,58,22.7,0,1,188.18,13.22
10913,48,22.32,0,1,188.18,13.44
9041,42,22.12,0,1,188.18,13.56
10036,44,22.37,0,1,188.2,13.41
8855,40,21.22,1,0,188.2,14.14
6466,51,21.33,0,1,188.2,14.06
6141,46,21.87,0,1,188.2,13.72
10606,57,22.08,0,1,188.2,13.59
11922,25,22.33,1,0,188.22,13.43
7271,41,23.08,0,1,188.22,13.0
11920,33,22.37,1,0,188.22,13.41
8341,45,20.32,0,1,188.22,14.76
6005,39,20.75,0,1,188.23,14.46
10875,50,23.12,0,1,188.23,12.98
14448,53,22.58,0,1,188.23,13.29
9556,42,21.77,0,1,188.25,13.78
7349,51,21.35,0,1,188.25,14.05
5620,27,22.35,0,1,188.27,13.42
5650,36,21.22,0,1,188.27,14.14
4391,31,17.97,0,1,188.27,16.69
6160,41,22.05,0,1,188.27,13.61
3609,34,20.6,0,1,188.27,14.56
8940,42,22.12,0,1,188.27,13.56
3685,41,21.1,0,1,188.27,14.22
10487,44,22.55,1,0,188.28,13.3
4601,27,21.73,0,1,188.28,13.81
8794,41,22.23,1,0,188.28,13.5
4298,41,22.05,1,0,188.3,13.61
5264,29,23.55,0,1,188.3,12.74
4153,31,22.38,0,1,188.3,13.4
11220,52,21.82,0,1,188.32,13.75
16917,35,23.18,1,0,188.32,12.94
8482,46,21.3,0,1,188.33,14.08
3879,33,21.15,0,1,188.33,14.18
18406,38,21.68,1,0,188.33,13.84
5247,40,21.5,0,1,188.33,13.95
4684,41,21.5,0,1,188.33,13.95
11809,41,22.43,1,0,188.35,13.37
9395,43,21.73,0,1,188.35,13.81
12916,48,23.12,0,1,188.37,12.98
3100,25,22.37,0,1,188.37,13.41
6272,38,21.53,0,1,188.37,13.93
6706,44,22.17,0,1,188.38,13.53
11472,33,22.55,1,0,188.38,13.3
6774,40,21.08,1,0,188.4,14.23
2796,38,20.47,0,1,188.4,14.66
10073,29,21.43,1,0,188.42,14.0
10885,52,21.93,0,1,188.42,13.68
10075,45,21.73,0,1,188.42,13.81
9209,47,22.27,0,1,188.42,13.47
14840,58,23.0,0,1,188.43,13.04
6084,59,21.38,0,1,188.45,14.03
9804,53,22.83,0,1,188.45,13.14
17980,30,22.48,1,0,188.45,13.35
4596,31,20.65,0,1,188.45,14.53
12247,28,23.23,1,0,188.47,12.91
5524,50,21.55,0,1,188.47,13.92
8340,48,22.07,0,1,188.47,13.59
7255,47,21.33,0,1,188.47,14.06
5669,26,20.58,0,1,188.48,14.58
7305,35,22.48,0,1,188.48,13.35
16527,27,21.92,1,0,188.48,13.69
8245,50,21.02,0,1,188.48,14.27
1805,26,22.23,0,1,188.48,13.5
8265,45,21.0,0,1,188.5,14.29
10715,48,22.55,0,1,188.5,13.3
6111,45,21.13,0,1,188.5,14.2
6146,33,21.48,0,1,188.52,13.97
5560,65,21.27,0,1,188.52,14.1
8184,50,21.08,0,1,188.52,14.23
4811,36,22.25,0,1,188.53,13.48
11497,25,21.23,1,0,188.53,14.13
14597,23,22.83,1,0,188.53,13.14
3576,36,22.8,0,1,188.53,13.16
13063,32,22.62,1,0,188.53,13.26
2782,22,21.72,0,1,188.55,13.81
8350,41,20.17,0,1,188.55,14.87
8262,42,21.22,0,1,188.55,14.14
9646,47,22.22,0,1,188.57,13.5
10677,46,22.42,0,1,188.57,13.38
2414,53,21.38,0,1,188.57,14.03
12874,52,22.47,0,1,188.57,13.35
9079,50,21.15,0,1,188.57,14.18
9587,49,21.45,0,1,188.57,13.99
6474,38,20.82,1,0,188.57,14.41
5929,30,21.23,0,1,188.57,14.13
7161,45,20.8,0,1,188.57,14.42
10828,53,20.92,0,1,188.58,14.34
11771,32,22.72,1,0,188.58,13.2
8881,43,21.77,1,0,188.58,13.78
9023,41,22.32,0,1,188.58,13.44
8437,44,21.62,0,1,188.58,13.88
11448,48,23.3,0,1,188.58,12.88
12683,22,22.98,1,0,188.58,13.05
5769,46,21.45,0,1,188.58,13.99
1916,24,20.45,0,1,188.58,14.67
6666,42,22.12,0,1,188.58,13.56
12368,28,22.93,1,0,188.6,13.08
1915,32,19.0,1,0,188.6,15.79
31610,44,22.6,0,1,188.6,13.27
11709,45,22.57,0,1,188.6,13.29
10348,37,22.78,1,0,188.6,13.17
9626,47,21.95,0,1,188.6,13.67
9036,23,22.22,1,0,188.62,13.5
11255,52,21.47,0,1,188.63,13.97
7185,45,20.87,0,1,188.63,14.37
9735,44,22.73,1,0,188.63,13.2
4343,43,22.02,0,1,188.63,13.62
5621,39,21.32,1,0,188.63,14.07
11054,48,21.27,0,1,188.65,14.1
7392,41,21.67,0,1,188.65,13.84
12741,33,22.53,1,0,188.65,13.32
10065,49,22.45,0,1,188.65,13.36
3415,24,21.8,0,1,188.65,13.76
27905,46,22.25,0,1,188.65,13.48
9942,51,23.28,0,1,188.65,12.89
9230,28,21.6,1,0,188.67,13.89
9803,50,22.48,0,1,188.67,13.35
8153,40,20.38,0,1,188.67,14.72
6713,28,21.47,1,0,188.68,13.97
8457,50,20.57,1,0,188.68,14.58
10544,41,22.23,1,0,188.68,13.5
8100,41,21.55,0,1,188.68,13.92
4149,56,20.98,0,1,188.7,14.3
5461,39,21.05,0,1,188.7,14.25
10436,45,21.92,0,1,188.7,13.69
7140,52,21.75,0,1,188.7,13.79
25746,25,21.78,0,1,188.7,13.77
8598,42,21.48,0,1,188.72,13.97
9644,42,23.43,1,0,188.72,12.8
6480,44,21.88,0,1,188.72,13.71
10930,53,22.62,0,1,188.72,13.26
6493,39,21.92,0,1,188.72,13.69
17352,26,24.12,1,0,188.72,12.44
8273,29,21.75,1,0,188.72,13.79
9632,45,21.9,0,1,188.73,13.7
11112,34,22.38,1,0,188.75,13.4
8740,65,20.63,0,1,188.75,14.54
11543,46,23.57,0,1,188.77,12.73
11055,43,21.27,1,0,188.77,14.1
10339,31,22.33,1,0,188.77,13.43
7005,38,21.53,0,1,188.77,13.93
5691,30,20.8,0,1,188.78,14.42
11241,33,23.0,1,0,188.78,13.04
3817,41,20.92,0,1,188.78,14.34
9092,49,21.92,0,1,188.8,13.69
8704,45,21.58,0,1,188.8,13.9
11544,47,22.08,0,1,188.8,13.59
1936,57,20.2,0,1,188.82,14.85
9976,42,21.93,0,1,188.82,13.68
5388,24,21.05,0,1,188.82,14.25
11380,41,22.68,1,0,188.82,13.23
1390,26,20.9,0,1,188.83,14.35
6515,47,22.05,0,1,188.83,13.61
9704,59,21.47,0,1,188.83,13.97
3601,34,20.55,0,1,188.83,14.6
9779,42,22.12,0,1,188.85,13.56
6923,42,22.33,0,1,188.85,13.43
5562,46,20.95,0,1,188.87,14.32
14093,63,23.92,0,1,188.87,12.54
12074,39,21.87,1,0,188.87,13.72
9721,51,22.5,0,1,188.87,13.33
5557,28,21.77,0,1,188.87,13.78
2863,32,20.67,0,1,188.87,14.51
13943,34,22.9,1,0,188.88,13.1
7123,48,22.32,0,1,188.88,13.44
4575,39,22.6,0,1,188.88,13.27
4446,35,20.93,0,1,188.88,14.33
12643,46,22.42,0,1,188.88,13.38
5218,41,22.18,0,1,188.88,13.53
2680,33,20.52,0,1,188.9,14.62
10099,41,22.72,0,1,188.9,13.2
9034,31,22.3,1,0,188.9,13.45
4890,34,20.95,1,0,188.9,14.32
13579,25,21.98,1,0,188.9,13.65
3578,44,21.35,0,1,188.92,14.05
12921,24,21.27,1,0,188.92,14.1
11321,35,22.57,1,0,188.92,13.29
8852,48,22.07,0,1,188.92,13.59
5987,50,21.25,0,1,188.93,14.12
7293,60,21.8,0,1,188.93,13.76
9207,40,22.5,1,0,188.93,13.33
2790,23,20.58,0,1,188.93,14.58
19991,34,22.52,0,1,188.93,13.32
7280,40,21.17,0,1,188.93,14.17
8134,43,22.02,0,1,188.93,13.62
7368,37,20.98,0,1,188.95,14.3
11923,51,22.92,0,1,188.97,13.09
6161,39,22.03,0,1,188.97,13.62
6339,37,22.12,0,1,188.97,13.56
5885,48,21.37,0,1,188.97,14.04
9856,61,21.77,0,1,188.97,13.78
10022,54,21.33,0,1,188.98,14.06
4437,40,21.5,0,1,188.98,13.95
10785,46,22.38,0,1,188.98,13.4
9206,41,21.48,1,0,188.98,13.97
1105,29,22.47,0,1,188.98,13.35
10793,48,22.27,0,1,189.0,13.47
9338,40,22.02,0,1,189.0,13.62
9390,26,22.22,1,0,189.02,13.5
10251,52,22.53,0,1,189.02,13.32
9968,45,22.28,0,1,189.02,13.46
24737,42,22.4,0,1,189.02,13.39
10127,31,22.32,1,0,189.03,13.44
8444,59,21.65,0,1,189.03,13.86
6708,38,22.2,0,1,189.03,13.51
9186,51,21.28,0,1,189.03,14.1
5482,43,22.07,0,1,189.03,13.59
6451,33,21.13,0,1,189.05,14.2
4530,35,22.82,0,1,189.05,13.15
6843,43,21.52,0,1,189.05,13.94
5978,31,21.23,0,1,189.05,14.13
8974,51,21.03,0,1,189.07,14.27
29355,30,23.07,1,0,189.07,13.0
5849,40,21.07,0,1,189.08,14.24
15119,52,23.23,0,1,189.08,12.91
10246,50,22.18,0,1,189.08,13.53
5838,27,21.63,1,0,189.08,13.87
6699,34,21.68,0,1,189.08,13.84
9126,46,22.6,0,1,189.08,13.27
8735,47,21.75,0,1,189.1,13.79
8678,36,22.18,0,1,189.1,13.53
10015,41,22.47,0,1,189.1,13.35
8043,44,20.15,0,1,189.12,14.89
4809,33,22.02,0,1,189.12,13.62
7429,40,23.62,0,1,189.12,12.7
11483,24,23.1,1,0,189.12,12.99
11114,47,22.27,0,1,189.13,13.47
10576,56,22.28,0,1,189.13,13.46
8499,41,22.23,0,1,189.13,13.5
7391,42,21.62,0,1,189.13,13.88
11889,49,22.48,0,1,189.13,13.35
7292,41,21.33,0,1,189.15,14.06
8141,45,22.85,0,1,189.15,13.13
3111,23,20.8,0,1,189.17,14.42
7036,39,20.83,0,1,189.17,14.4
9359,45,22.17,0,1,189.17,13.53
3010,32,22.45,0,1,189.17,13.36
9141,53,21.38,0,1,189.18,14.03
11229,28,23.05,1,0,189.2,13.02
9284,40,22.1,0,1,189.2,13.57
30027,30,23.03,0,1,189.2,13.03
9337,44,21.95,0,1,189.2,13.67
9898,44,21.73,0,1,189.2,13.81
6537,31,21.4,1,0,189.2,14.02
26476,19,22.35,0,1,189.2,13.42
8240,49,19.97,0,1,189.2,15.02
5201,38,23.57,0,1,189.22,12.73
1313,31,21.72,0,1,189.22,13.81
12255,28,22.27,1,0,189.23,13.47
9406,42,20.6,1,0,189.23,14.56
10377,31,22.0,1,0,189.23,13.64
6990,39,22.52,1,0,189.23,13.32
9219,43,21.67,0,1,189.23,13.84
4721,44,21.28,0,1,189.25,14.1
11692,31,22.82,1,0,189.25,13.15
11343,51,22.27,0,1,189.25,13.47
11118,48,22.05,0,1,189.25,13.61
9723,44,22.7,0,1,189.27,13.22
9853,43,21.53,0,1,189.28,13.93
8393,50,20.73,0,1,189.28,14.47
12339,26,23.62,1,0,189.28,12.7
11609,46,21.67,0,1,189.28,13.84
10268,49,22.88,0,1,189.28,13.11
2727,41,22.1,0,1,189.3,13.57
8205,35,21.88,0,1,189.3,13.71
8058,46,19.72,0,1,189.32,15.21
11176,58,22.83,0,1,189.32,13.14
14779,30,21.0,1,0,189.32,14.29
5810,37,21.17,0,1,189.32,14.17
8311,41,21.23,0,1,189.32,14.13
8485,36,21.0,0,1,189.33,14.29
8955,42,21.13,0,1,189.33,14.2
3627,34,20.65,0,1,189.33,14.53
13859,35,22.3,1,0,189.33,13.45
9741,44,22.67,0,1,189.35,13.23
7180,45,21.77,1,0,189.35,13.78
8790,42,21.3,0,1,189.37,14.08
6103,32,21.35,0,1,189.38,14.05
7149,42,21.92,0,1,189.38,13.69
9614,41,22.05,0,1,189.38,13.61
1362,41,20.52,0,1,189.4,14.62
13479,51,23.02,0,1,189.4,13.03
9980,69,21.47,0,1,189.4,13.97
9569,47,20.93,0,1,189.4,14.33
8113,43,21.93,0,1,189.4,13.68
3393,36,21.1,0,1,189.4,14.22
8431,43,21.2,0,1,189.42,14.15
1677,43,20.53,0,1,189.42,14.61
9576,48,22.25,0,1,189.42,13.48
10173,55,23.22,0,1,189.42,12.92
13942,24,23.13,1,0,189.42,12.97
8449,47,21.22,0,1,189.45,14.14
5550,30,21.42,1,0,189.45,14.01
5198,42,20.98,0,1,189.45,14.3
10802,37,22.65,1,0,189.45,13.25
9166,58,22.48,0,1,189.45,13.35
8645,55,22.02,0,1,189.45,13.62
8799,50,22.02,0,1,189.47,13.62
8922,43,22.1,0,1,189.47,13.57
7188,54,20.6,0,1,189.47,14.56
8537,45,22.57,0,1,189.48,13.29
7607,46,21.5,0,1,189.48,13.95
5644,45,22.13,0,1,189.48,13.56
11212,48,22.82,0,1,189.48,13.15
2780,36,19.95,0,1,189.48,15.04
10980,52,22.1,0,1,189.48,13.57
1841,29,20.07,0,1,189.48,14.95
11240,28,22.57,1,0,189.5,13.29
10025,46,22.9,0,1,189.5,13.1
8453,37,21.23,0,1,189.5,14.13
11948,50,23.13,0,1,189.52,12.97
8226,48,21.7,0,1,189.52,13.82
11764,25,20.98,1,0,189.52,14.3
12500,53,21.53,0,1,189.52,13.93
12905,27,23.58,1,0,189.52,12.72
10693,21,21.37,1,0,189.52,14.04
8148,37,20.53,0,1,189.52,14.61
8114,44,22.08,0,1,189.53,13.59
9286,29,21.83,1,0,189.53,13.74
10774,27,23.25,1,0,189.53,12.9
4499,40,21.68,0,1,189.53,13.84
8776,53,21.42,0,1,189.55,14.01
5360,42,21.95,0,1,189.55,13.67
11867,31,22.62,1,0,189.55,13.26
9299,47,21.95,0,1,189.55,13.67
13823,45,22.5,0,1,189.55,13.33
3635,32,20.87,0,1,189.57,14.37
5845,31,22.18,0,1,189.57,13.53
7447,53,22.02,0,1,189.58,13.62
13356,26,22.98,1,0,189.58,13.05
11834,50,21.63,0,1,189.58,13.87
7481,48,21.17,0,1,189.58,14.17
11152,51,20.98,0,1,189.6,14.3
8717,44,22.62,0,1,189.6,13.26
3226,43,20.12,0,1,189.6,14.91
10322,25,22.37,1,0,189.62,13.41
2461,44,20.37,0,1,189.62,14.73
8693,39,21.6,0,1,189.62,13.89
4402,26,21.37,0,1,189.62,14.04
3967,31,20.6,0,1,189.62,14.56
17261,28,22.98,1,0,189.63,13.05
10485,52,22.23,0,1,189.63,13.5
11423,32,23.1,1,0,189.63,12.99
14727,57,22.73,0,1,189.63,13.2
6489,40,21.75,0,1,189.65,13.79
8310,40,21.6,0,1,189.65,13.89
8551,41,22.25,0,1,189.65,13.48
6168,52,22.18,0,1,189.65,13.53
13147,54,22.58,0,1,189.67,13.29
9840,37,22.15,1,0,189.67,13.54
3450,34,22.42,0,1,189.67,13.38
10453,50,22.73,0,1,189.67,13.2
9051,41,21.97,0,1,189.67,13.65
10571,28,22.33,1,0,189.68,13.43
2666,40,20.28,0,1,189.68,14.79
10147,50,22.68,0,1,189.68,13.23
14123,32,23.23,1,0,189.68,12.91
5439,25,22.55,0,1,189.68,13.3
11061,43,23.53,1,0,189.7,12.75
11036,47,22.33,0,1,189.7,13.43
9639,30,21.83,1,0,189.7,13.74
4268,25,22.48,0,1,189.7,13.35
6822,36,21.95,0,1,189.72,13.67
6391,29,21.18,0,1,189.72,14.16
11772,25,23.3,1,0,189.72,12.88
7564,39,21.47,0,1,189.72,13.97
6189,35,21.35,0,1,189.73,14.05
8567,38,21.38,1,0,189.75,14.03
1900,36,20.25,0,1,189.75,14.81
4025,39,21.78,0,1,189.75,13.77
9650,41,20.87,0,1,189.75,14.37
8904,45,21.5,0,1,189.75,13.95
2348,25,19.3,0,1,189.75,15.54
3723,37,21.82,0,1,189.75,13.75
12915,50,21.65,0,1,189.75,13.86
7621,48,22.08,0,1,189.77,13.59
9600,47,22.67,0,1,189.77,13.23
10349,26,22.73,1,0,189.77,13.2
8741,60,22.02,0,1,189.77,13.62
6294,51,22.38,0,1,189.77,13.4
9198,31,20.98,1,0,189.78,14.3
13651,33,22.73,1,0,189.78,13.2
7021,41,21.3,1,0,189.78,14.08
11724,45,23.55,0,1,189.78,12.74
12134,47,22.98,0,1,189.8,13.05
12413,49,23.02,0,1,189.8,13.03
8150,45,21.8,0,1,189.8,13.76
11740,46,21.57,0,1,189.8,13.91
9227,39,21.78,1,0,189.8,13.77
7040,44,21.32,1,0,189.82,14.07
6866,40,21.13,0,1,189.82,14.2
8071,48,21.38,0,1,189.82,14.03
9492,50,21.43,0,1,189.82,14.0
14350,29,22.8,1,0,189.83,13.16
11011,37,22.85,1,0,189.83,13.13
10666,53,22.77,0,1,189.83,13.18
9860,43,21.73,0,1,189.83,13.81
9064,42,22.13,0,1,189.83,13.56
8579,41,22.15,0,1,189.83,13.54
10043,50,22.08,0,1,189.83,13.59
15693,27,21.85,1,0,189.85,13.73
8595,36,20.95,0,1,189.87,14.32
9271,43,22.2,0,1,189.87,13.51
11773,28,23.05,1,0,189.87,13.02
4911,34,20.85,0,1,189.87,14.39
7382,49,21.52,1,0,189.88,13.94
9832,34,22.05,1,0,189.88,13.61
9294,28,22.22,1,0,189.88,13.5
12008,28,22.12,1,0,189.88,13.56
11389,38,23.15,1,0,189.88,12.96
12548,49,22.53,0,1,189.88,13.32
11093,51,21.98,0,1,189.9,13.65
11898,52,22.57,0,1,189.9,13.29
9422,40,22.45,0,1,189.9,13.36
12976,28,23.5,1,0,189.9,12.77
5456,42,21.45,0,1,189.92,13.99
5686,38,21.12,0,1,189.92,14.2
8544,32,21.57,1,0,189.92,13.91
4783,41,21.85,0,1,189.92,13.73
15051,39,23.58,1,0,189.93,12.72
10702,50,22.53,1,0,189.93,13.32
7256,42,21.85,0,1,189.93,13.73
8077,35,21.63,0,1,189.95,13.87
7415,45,21.5,0,1,189.95,13.95
14642,27,23.63,1,0,189.97,12.7
9962,40,21.75,0,1,189.97,13.79
9382,62,22.38,0,1,189.98,13.4
4183,39,20.68,1,0,190.0,14.51
8620,50,21.63,0,1,190.0,13.87
13870,25,24.32,1,0,190.0,12.34
9767,45,21.08,0,1,190.0,14.23
6031,33,21.08,0,1,190.0,14.23
6524,51,20.93,0,1,190.0,14.33
10481,30,23.35,1,0,190.02,12.85
8603,46,22.7,0,1,190.02,13.22
4758,28,21.08,0,1,190.03,14.23
10132,27,22.73,1,0,190.03,13.2
16603,26,22.12,1,0,190.03,13.56
10787,42,22.38,1,0,190.05,13.4
10813,30,21.42,1,0,190.05,14.01
11538,48,23.17,0,1,190.07,12.95
6371,54,21.45,0,1,190.07,13.99
3406,41,19.75,0,1,190.07,15.19
6295,51,22.65,0,1,190.08,13.25
11732,47,22.87,0,1,190.08,13.12
9012,59,22.75,0,1,190.08,13.19
9362,51,22.65,1,0,190.1,13.25
12475,52,21.82,0,1,190.12,13.75
11418,48,23.35,0,1,190.12,12.85
13863,51,23.9,0,1,190.12,12.55
10112,34,20.65,1,0,190.12,14.53
11540,26,22.05,1,0,190.13,13.61
12279,27,22.92,1,0,190.13,13.09
9641,47,22.13,0,1,190.13,13.56
10380,51,22.25,0,1,190.15,13.48
9011,41,21.52,1,0,190.15,13.94
11741,47,22.9,0,1,190.15,13.1
4356,35,22.7,0,1,190.15,13.22
10939,43,23.12,1,0,190.15,12.98
7155,41,22.15,0,1,190.15,13.54
8785,41,22.2,0,1,190.15,13.51
16341,57,22.9,0,1,190.17,13.1
5252,27,21.35,0,1,190.17,14.05
10832,58,22.27,0,1,190.17,13.47
9790,30,22.18,1,0,190.17,13.53
16597,29,22.77,1,0,190.18,13.18
11705,49,22.95,0,1,190.18,13.07
10862,55,22.3,0,1,190.18,13.45
11917,57,22.53,0,1,190.18,13.32
10708,31,22.7,1,0,190.18,13.22
8801,44,22.62,0,1,190.2,13.26
10166,41,21.72,0,1,190.2,13.81
8091,38,22.1,0,1,190.2,13.57
6438,52,21.92,0,1,190.22,13.69
11499,33,22.85,1,0,190.22,13.13
9926,27,22.47,1,0,190.22,13.35
13311,29,21.65,1,0,190.22,13.86
11226,47,22.62,0,1,190.22,13.26
12657,40,22.85,1,0,190.23,13.13
15071,23,23.35,1,0,190.23,12.85
4204,35,21.77,1,0,190.23,13.78
7203,46,22.17,0,1,190.25,13.53
11752,39,22.23,1,0,190.25,13.5
5768,48,21.15,0,1,190.25,14.18
10225,48,23.1,0,1,190.27,12.99
11880,54,23.57,0,1,190.27,12.73
9795,51,21.93,0,1,190.28,13.68
9666,29,22.9,1,0,190.28,13.1
3145,44,21.65,0,1,190.28,13.86
6639,45,21.15,0,1,190.28,14.18
10937,49,22.82,0,1,190.3,13.15
4181,28,20.98,0,1,190.3,14.3
11956,55,22.1,0,1,190.3,13.57
10551,46,21.65,0,1,190.32,13.86
10709,20,22.0,1,0,190.32,13.64
9463,45,22.05,0,1,190.32,13.61
10470,50,23.05,0,1,190.33,13.02
10483,47,21.85,0,1,190.33,13.73
11921,33,23.02,1,0,190.35,13.03
12196,39,23.38,1,0,190.35,12.83
6692,42,21.77,0,1,190.35,13.78
5603,50,21.22,0,1,190.35,14.14
9760,42,22.35,0,1,190.35,13.42
10395,46,23.08,0,1,190.37,13.0
9472,43,22.87,0,1,190.37,13.12
10406,29,22.52,1,0,190.38,13.32
14781,30,23.38,1,0,190.4,12.83
7302,43,22.75,0,1,190.4,13.19
10253,46,21.9,0,1,190.42,13.7
4205,55,20.37,0,1,190.42,14.73
7345,48,22.03,0,1,190.42,13.62
4649,34,20.27,0,1,190.42,14.8
11153,45,22.97,0,1,190.43,13.06
9788,39,22.43,1,0,190.43,13.37
9800,45,22.5,1,0,190.43,13.33
6961,41,21.23,0,1,190.43,14.13
12217,31,21.07,1,0,190.43,14.24
11391,34,22.77,1,0,190.47,13.18
10929,32,22.02,1,0,190.47,13.62
3700,45,21.02,0,1,190.48,14.27
8967,43,22.57,0,1,190.48,13.29
12117,56,22.45,0,1,190.5,13.36
9916,52,22.67,0,1,190.5,13.23
5794,39,21.05,0,1,190.5,14.25
9654,41,22.25,1,0,190.5,13.48
8387,40,22.68,0,1,190.5,13.23
5323,33,21.68,0,1,190.5,13.84
6203,43,21.33,0,1,190.5,14.06
14748,33,23.12,1,0,190.5,12.98
8067,40,22.35,0,1,190.52,13.42
9508,34,22.48,1,0,190.52,13.35
10500,49,23.43,0,1,190.52,12.8
11086,39,22.93,1,0,190.52,13.08
5051,30,21.07,0,1,190.52,14.24
11572,31,22.78,1,0,190.53,13.17
5820,40,21.37,0,1,190.53,14.04
7126,37,20.42,0,1,190.53,14.69
11123,48,21.87,0,1,190.53,13.72
10710,52,22.12,0,1,190.53,13.56
10342,32,22.62,1,0,190.55,13.26
7274,33,22.52,1,0,190.55,13.32
11457,27,22.92,1,0,190.55,13.09
8755,40,21.1,0,1,190.55,14.22
6086,30,20.55,1,0,190.57,14.6
11291,35,23.57,1,0,190.57,12.73
15203,51,23.03,0,1,190.58,13.03
10283,50,22.73,0,1,190.58,13.2
9029,29,22.3,1,0,190.6,13.45
6792,59,22.62,0,1,190.6,13.26
11305,53,22.83,0,1,190.6,13.14
1094,30,18.5,0,1,190.62,16.22
10942,51,22.45,0,1,190.63,13.36
9552,52,22.58,0,1,190.63,13.29
12618,45,23.55,0,1,190.65,12.74
9093,40,20.97,0,1,190.65,14.31
3626,44,21.73,0,1,190.65,13.81
10223,46,22.57,0,1,190.65,13.29
6892,42,21.22,0,1,190.65,14.14
4357,34,22.37,0,1,190.65,13.41
10655,49,23.95,0,1,190.67,12.53
6931,35,21.02,0,1,190.67,14.27
4746,48,22.12,0,1,190.67,13.56
10712,58,22.58,0,1,190.67,13.29
8133,49,21.35,0,1,190.68,14.05
4685,35,21.78,0,1,190.68,13.77
9586,48,21.38,0,1,190.68,14.03
12517,52,22.72,0,1,190.7,13.2
1642,42,20.27,0,1,190.7,14.8
12394,42,23.08,1,0,190.72,13.0
2455,54,20.02,0,1,190.72,14.99
2449,36,19.2,0,1,190.72,15.62
4404,46,21.8,0,1,190.72,13.76
9517,37,22.65,1,0,190.72,13.25
9798,47,23.5,0,1,190.73,12.77
1003,30,22.55,0,1,190.73,13.3
11571,36,22.85,1,0,190.73,13.13
4006,40,22.13,0,1,190.75,13.56
8364,49,21.47,1,0,190.75,13.97
10917,54,22.3,0,1,190.75,13.45
9443,36,22.02,1,0,190.77,13.62
12159,45,23.28,1,0,190.77,12.89
10103,34,21.55,1,0,190.78,13.92
8336,43,22.83,0,1,190.78,13.14
4919,23,21.47,0,1,190.78,13.97
12833,29,23.5,1,0,190.78,12.77
6718,38,21.97,0,1,190.8,13.65
12958,53,22.23,0,1,190.8,13.5
4864,38,21.45,0,1,190.8,13.99
13027,52,22.88,0,1,190.8,13.11
10117,60,22.48,0,1,190.8,13.35
13094,50,22.78,0,1,190.82,13.17
11329,36,22.35,1,0,190.82,13.42
10685,60,22.25,0,1,190.82,13.48
10256,46,20.98,0,1,190.83,14.3
14591,50,22.5,0,1,190.83,13.33
6448,46,22.45,0,1,190.83,13.36
10837,41,22.75,1,0,190.83,13.19
8186,45,21.13,1,0,190.85,14.2
8607,42,22.12,1,0,190.85,13.56
8135,30,20.95,1,0,190.87,14.32
3664,42,20.45,0,1,190.87,14.67
6151,46,21.87,0,1,190.87,13.72
9822,48,22.07,0,1,190.87,13.59
4215,25,21.05,0,1,190.87,14.25
7275,51,23.43,0,1,190.88,12.8
11551,44,23.43,1,0,190.88,12.8
9867,47,21.45,0,1,190.88,13.99
5160,45,20.82,0,1,190.88,14.41
10977,39,22.48,1,0,190.9,13.35
8594,43,22.43,0,1,190.9,13.37
11616,50,22.88,0,1,190.9,13.11
7079,43,20.73,0,1,190.9,14.47
4953,31,21.07,0,1,190.92,14.24
10291,50,22.68,0,1,190.92,13.23
9841,54,21.7,0,1,190.92,13.82
15241,27,21.75,1,0,190.92,13.79
7262,48,20.48,0,1,190.92,14.65
10903,49,22.35,0,1,190.92,13.42
25079,30,21.18,0,1,190.93,14.16
8727,46,21.35,0,1,190.93,14.05
10064,49,23.12,0,1,190.93,12.98
11056,40,22.78,1,0,190.93,13.17
7247,41,21.73,0,1,190.93,13.81
4918,35,22.38,0,1,190.93,13.4
11230,31,23.2,1,0,190.93,12.93
11900,53,22.77,0,1,190.93,13.18
3845,36,21.42,0,1,190.95,14.01
4415,45,21.65,0,1,190.95,13.86
10668,47,22.4,0,1,190.95,13.39
5318,48,21.35,0,1,190.98,14.05
7625,52,21.8,0,1,191.0,13.76
12875,53,23.08,0,1,191.0,13.0
