bib,age,5k_minutes,gender_F,gender_M,finish_minutes,avg_pace_to_5k
7474,40,21.6,0,1,185.02,13.89
9922,45,21.2,0,1,185.02,14.15
4012,29,19.03,0,1,185.02,15.76
1609,36,21.65,0,1,185.03,13.86
7151,44,21.73,0,1,185.05,13.81
12094,54,21.93,0,1,185.07,13.68
8503,37,21.28,0,1,185.07,14.1
5647,42,21.27,0,1,185.07,14.1
9813,45,21.25,0,1,185.08,14.12
9297,46,22.1,0,1,185.08,13.57
6368,32,20.67,0,1,185.1,14.51
8475,42,21.1,0,1,185.1,14.22
5685,40,20.75,0,1,185.12,14.46
5474,36,21.15,0,1,185.12,14.18
9930,43,21.43,0,1,185.12,14.0
6780,43,21.27,0,1,185.13,14.1
6074,44,21.63,0,1,185.13,13.87
9643,40,20.78,0,1,185.15,14.44
5140,32,22.47,1,0,185.15,13.35
7367,35,20.73,0,1,185.15,14.47
4670,35,20.5,1,0,185.15,14.63
760,25,20.85,0,1,185.17,14.39
5157,39,21.57,0,1,185.17,13.91
5372,31,21.0,1,0,185.17,14.29
4793,40,21.12,0,1,185.17,14.2
8786,40,20.82,1,0,185.17,14.41
8271,43,22.17,0,1,185.17,13.53
4074,43,21.83,1,0,185.18,13.74
8833,44,21.02,0,1,185.18,14.27
10889,32,22.33,1,0,185.2,13.43
11663,49,22.05,0,1,185.2,13.61
7311,56,21.37,0,1,185.2,14.04
4104,23,20.1,1,0,185.2,14.93
7314,43,21.63,0,1,185.22,13.87
3162,27,20.25,0,1,185.22,14.81
4231,42,21.27,0,1,185.22,14.1
5000,33,21.25,0,1,185.22,14.12
4800,51,21.87,0,1,185.22,13.72
5958,39,20.07,1,0,185.23,14.95
4060,28,21.5,0,1,185.23,13.95
11196,46,22.23,0,1,185.23,13.5
1908,43,20.5,0,1,185.23,14.63
9737,49,21.9,0,1,185.23,13.7
4245,35,20.83,0,1,185.25,14.4
4131,43,21.82,0,1,185.25,13.75
2321,39,20.87,0,1,185.27,14.37
4893,45,20.6,0,1,185.27,14.56
9322,57,21.28,0,1,185.27,14.1
5056,40,22.08,0,1,185.27,13.59
6443,32,21.5,0,1,185.28,13.95
9755,43,21.75,0,1,185.28,13.79
6341,39,21.17,0,1,185.28,14.17
8231,59,21.88,0,1,185.3,13.71
7081,47,21.77,0,1,185.3,13.78
29256,36,21.0,0,1,185.3,14.29
8255,35,21.83,1,0,185.32,13.74
9364,39,21.3,1,0,185.32,14.08
6513,43,21.85,1,0,185.32,13.73
8929,49,21.93,0,1,185.33,13.68
9055,47,21.72,0,1,185.33,13.81
6975,36,21.73,0,1,185.35,13.81
6439,36,22.0,0,1,185.35,13.64
8260,48,21.4,0,1,185.35,14.02
10178,40,21.02,0,1,185.37,14.27
9370,58,21.63,0,1,185.37,13.87
10004,51,22.92,0,1,185.37,13.09
10271,51,21.88,0,1,185.38,13.71
3922,47,20.7,0,1,185.38,14.49
5266,27,21.97,1,0,185.4,13.65
11065,54,21.63,0,1,185.4,13.87
6675,49,21.1,0,1,185.4,14.22
3863,26,21.83,0,1,185.4,13.74
1116,31,20.18,0,1,185.4,14.87
9684,48,22.5,0,1,185.4,13.33
7148,45,21.97,0,1,185.4,13.65
6818,44,21.47,0,1,185.42,13.97
7105,43,21.82,0,1,185.42,13.75
9316,39,21.3,1,0,185.42,14.08
3274,24,20.32,0,1,185.43,14.76
6831,43,22.25,0,1,185.43,13.48
5114,24,21.52,0,1,185.45,13.94
10115,47,21.63,0,1,185.47,13.87
6595,29,21.15,0,1,185.47,14.18
10682,27,22.63,1,0,185.47,13.26
1291,33,20.27,0,1,185.48,14.8
17597,35,22.75,1,0,185.48,13.19
3708,52,22.35,0,1,185.48,13.42
3849,40,21.5,0,1,185.48,13.95
4673,45,20.73,0,1,185.48,14.47
2862,20,20.5,0,1,185.48,14.63
3001,28,21.12,0,1,185.5,14.2
5909,34,21.35,0,1,185.5,14.05
4611,39,21.85,0,1,185.5,13.73
7034,38,22.13,0,1,185.5,13.56
6851,34,22.03,1,0,185.52,13.62
7114,33,21.63,1,0,185.52,13.87
6835,47,21.12,0,1,185.52,14.2
10062,33,22.38,1,0,185.52,13.4
27767,23,23.7,0,1,185.52,12.66
9927,49,22.08,0,1,185.52,13.59
10599,49,22.02,0,1,185.52,13.62
8629,37,22.95,0,1,185.53,13.07
29458,26,19.75,0,1,185.55,15.19
4341,21,21.88,1,0,185.55,13.71
6004,42,21.42,0,1,185.55,14.01
4952,29,20.18,0,1,185.55,14.87
10141,29,21.3,1,0,185.58,14.08
7659,60,21.7,0,1,185.58,13.82
14560,24,22.88,1,0,185.58,13.11
9102,42,21.58,0,1,185.58,13.9
2752,48,20.52,0,1,185.58,14.62
4122,40,21.5,0,1,185.6,13.95
3105,29,20.07,0,1,185.6,14.95
5205,50,21.55,0,1,185.6,13.92
6258,38,21.13,0,1,185.6,14.2
10468,47,22.42,0,1,185.6,13.38
3780,52,21.28,0,1,185.62,14.1
4836,32,21.43,0,1,185.62,14.0
8081,59,21.38,0,1,185.62,14.03
4621,43,22.07,0,1,185.62,13.59
7172,46,21.23,1,0,185.62,14.13
6676,39,21.27,0,1,185.62,14.1
10071,35,22.2,1,0,185.62,13.51
7408,43,22.23,0,1,185.62,13.5
14348,39,22.1,1,0,185.62,13.57
5412,39,21.38,0,1,185.63,14.03
4787,48,22.32,0,1,185.65,13.44
7610,56,21.48,0,1,185.65,13.97
9474,41,23.07,0,1,185.65,13.0
5189,37,21.38,0,1,185.65,14.03
9499,47,22.05,0,1,185.65,13.61
9567,45,20.65,0,1,185.65,14.53
5152,55,21.03,0,1,185.67,14.27
5462,37,21.38,0,1,185.67,14.03
7386,21,20.87,1,0,185.67,14.37
9383,57,21.8,0,1,185.68,13.76
7496,49,20.92,0,1,185.68,14.34
2623,39,20.57,0,1,185.68,14.58
2686,29,21.03,0,1,185.68,14.27
10324,46,22.8,0,1,185.7,13.16
3800,29,21.22,0,1,185.7,14.14
4071,28,21.37,0,1,185.72,14.04
5248,40,21.12,0,1,185.72,14.2
11885,31,22.65,1,0,185.72,13.25
8972,40,21.08,0,1,185.72,14.23
10874,24,22.1,1,0,185.72,13.57
10799,54,22.1,0,1,185.73,13.57
8292,49,21.28,0,1,185.73,14.1
6408,35,22.12,0,1,185.73,13.56
8075,44,22.07,0,1,185.75,13.59
8236,42,22.65,0,1,185.77,13.25
6738,55,21.58,0,1,185.77,13.9
10106,53,22.22,0,1,185.77,13.5
10561,42,21.57,1,0,185.77,13.91
8872,51,21.62,0,1,185.78,13.88
10076,42,21.82,0,1,185.78,13.75
6759,30,21.13,0,1,185.78,14.2
10269,46,23.25,0,1,185.78,12.9
8944,48,21.15,0,1,185.78,14.18
8076,37,21.03,0,1,185.8,14.27
9105,46,21.45,0,1,185.8,13.99
10530,54,21.87,0,1,185.8,13.72
12853,26,22.47,1,0,185.8,13.35
9308,40,21.33,0,1,185.8,14.06
10185,49,21.97,0,1,185.82,13.65
10146,25,23.13,1,0,185.82,12.97
4030,31,21.52,0,1,185.82,13.94
10288,57,21.7,0,1,185.82,13.82
4847,44,21.07,0,1,185.83,14.24
10328,26,22.07,1,0,185.83,13.59
9043,47,22.03,0,1,185.83,13.62
8332,48,21.87,0,1,185.85,13.72
8024,40,20.53,0,1,185.85,14.61
7054,51,21.53,0,1,185.85,13.93
6233,27,21.97,0,1,185.87,13.65
12263,27,22.9,1,0,185.88,13.1
3974,38,22.42,0,1,185.9,13.38
2272,37,21.62,1,0,185.9,13.88
9928,48,21.62,0,1,185.9,13.88
8031,52,20.3,0,1,185.9,14.78
6431,39,21.77,0,1,185.92,13.78
5693,41,21.43,0,1,185.92,14.0
9457,41,22.4,0,1,185.92,13.39
10613,47,21.07,0,1,185.92,14.24
9147,44,22.38,1,0,185.92,13.4
6727,51,19.63,0,1,185.93,15.28
11219,27,22.08,1,0,185.93,13.59
8064,49,20.63,0,1,185.93,14.54
8542,39,20.72,0,1,185.93,14.48
4146,37,20.9,0,1,185.93,14.35
12658,27,21.58,1,0,185.93,13.9
6125,48,21.25,0,1,185.93,14.12
6169,41,21.63,0,1,185.93,13.87
8744,42,21.55,0,1,185.93,13.92
9234,49,22.17,0,1,185.95,13.53
11304,31,21.5,1,0,185.95,13.95
10051,50,21.78,0,1,185.95,13.77
12254,34,21.07,1,0,185.95,14.24
7026,30,20.98,1,0,185.95,14.3
8888,40,21.0,0,1,185.97,14.29
9237,28,21.75,1,0,185.97,13.79
6237,60,21.98,0,1,185.97,13.65
10203,41,22.22,0,1,185.97,13.5
10068,44,22.82,0,1,185.97,13.15
6180,26,20.73,0,1,185.97,14.47
9069,43,22.42,1,0,185.98,13.38
3014,31,21.12,0,1,185.98,14.2
3457,33,21.85,0,1,186.0,13.73
3328,49,21.67,0,1,186.0,13.84
7413,29,21.93,1,0,186.0,13.68
7468,41,21.35,1,0,186.0,14.05
5664,39,21.68,0,1,186.0,13.84
9415,30,21.73,1,0,186.0,13.81
9857,50,20.15,0,1,186.02,14.89
7024,42,21.42,0,1,186.02,14.01
6721,39,21.37,0,1,186.03,14.04
3972,27,20.73,1,0,186.03,14.47
5062,38,21.53,0,1,186.03,13.93
12146,22,23.17,1,0,186.05,12.95
12781,27,21.9,1,0,186.05,13.7
5037,57,21.68,0,1,186.05,13.84
4101,46,21.98,0,1,186.05,13.65
2353,21,20.53,0,1,186.05,14.61
2123,34,20.18,0,1,186.05,14.87
8946,50,22.25,0,1,186.07,13.48
9975,40,21.45,0,1,186.07,13.99
2473,31,20.72,0,1,186.08,14.48
14215,31,22.88,1,0,186.08,13.11
6308,47,21.25,0,1,186.08,14.12
8318,37,21.52,0,1,186.08,13.94
6149,42,21.87,1,0,186.08,13.72
12744,26,22.8,1,0,186.1,13.16
8343,40,20.87,0,1,186.1,14.37
16613,58,21.13,0,1,186.1,14.2
4364,50,20.82,0,1,186.1,14.41
10738,58,21.95,0,1,186.1,13.67
7327,52,21.05,0,1,186.1,14.25
1849,32,20.32,0,1,186.12,14.76
2425,41,21.87,0,1,186.12,13.72
4495,28,21.58,0,1,186.12,13.9
6042,38,21.07,0,1,186.12,14.24
7176,41,21.15,0,1,186.13,14.18
6519,39,21.1,0,1,186.13,14.22
7449,43,21.87,0,1,186.13,13.72
10008,42,21.42,0,1,186.13,14.01
2577,24,20.52,1,0,186.15,14.62
10441,49,22.98,0,1,186.15,13.05
9181,42,22.12,0,1,186.17,13.56
1815,29,19.9,0,1,186.17,15.08
4145,49,20.95,0,1,186.17,14.32
3209,29,21.45,0,1,186.18,13.99
5156,39,20.83,0,1,186.18,14.4
11713,28,21.42,1,0,186.2,14.01
8163,52,22.2,0,1,186.2,13.51
6407,42,23.27,0,1,186.22,12.89
9677,32,22.57,1,0,186.23,13.29
9435,47,21.73,0,1,186.23,13.81
5282,58,21.72,0,1,186.23,13.81
9009,49,21.62,1,0,186.25,13.88
4394,29,21.55,0,1,186.25,13.92
8415,41,21.0,0,1,186.25,14.29
5882,34,21.82,0,1,186.27,13.75
9551,46,22.5,0,1,186.27,13.33
4354,28,20.55,1,0,186.27,14.6
9921,47,21.93,0,1,186.28,13.68
9430,40,21.82,0,1,186.28,13.75
11339,47,21.83,0,1,186.28,13.74
13348,26,21.2,1,0,186.28,14.15
10490,51,21.8,0,1,186.32,13.76
2926,34,20.65,0,1,186.32,14.53
8952,47,20.85,0,1,186.33,14.39
8793,47,21.3,0,1,186.33,14.08
10200,45,22.17,0,1,186.33,13.53
9531,59,21.53,0,1,186.33,13.93
7067,45,21.45,0,1,186.33,13.99
10126,28,21.1,1,0,186.33,14.22
12140,23,22.87,1,0,186.33,13.12
9113,47,20.55,1,0,186.35,14.6
8169,46,21.47,1,0,186.35,13.97
4770,52,21.63,0,1,186.35,13.87
9255,45,21.82,0,1,186.35,13.75
5659,56,20.88,0,1,186.37,14.37
3745,30,20.87,0,1,186.37,14.37
5617,38,21.77,0,1,186.37,13.78
9469,34,22.65,1,0,186.37,13.25
11129,45,22.12,0,1,186.37,13.56
10315,26,22.75,1,0,186.38,13.19
5596,57,21.48,0,1,186.38,13.97
10439,27,21.55,1,0,186.38,13.92
7346,41,20.57,0,1,186.4,14.58
8357,46,21.2,0,1,186.4,14.15
6367,29,21.08,0,1,186.42,14.23
10979,46,22.22,0,1,186.42,13.5
9581,44,22.18,0,1,186.42,13.53
8230,38,21.33,1,0,186.42,14.06
3608,39,21.47,0,1,186.42,13.97
6907,25,21.77,1,0,186.42,13.78
7138,38,21.47,0,1,186.42,13.97
5641,33,20.62,0,1,186.43,14.55
15518,29,22.53,1,0,186.43,13.32
5312,41,21.67,0,1,186.43,13.84
10274,36,22.72,1,0,186.45,13.2
10224,48,22.0,0,1,186.45,13.64
9981,60,22.93,0,1,186.47,13.08
3078,33,20.28,0,1,186.47,14.79
6179,29,20.53,0,1,186.48,14.61
1122,33,21.2,0,1,186.48,14.15
14069,27,22.03,1,0,186.48,13.62
3223,36,21.13,1,0,186.48,14.2
4184,59,21.18,0,1,186.48,14.16
8622,41,21.93,0,1,186.5,13.68
6798,48,21.03,0,1,186.5,14.27
8316,40,21.68,0,1,186.5,13.84
12091,26,22.48,1,0,186.52,13.35
27393,38,22.72,0,1,186.52,13.2
26946,26,21.48,0,1,186.52,13.97
2386,49,21.27,0,1,186.52,14.1
9389,27,21.27,1,0,186.53,14.1
6906,45,20.88,1,0,186.53,14.37
8300,36,20.9,0,1,186.53,14.35
4049,52,21.45,1,0,186.53,13.99
9188,45,21.63,0,1,186.53,13.87
25403,23,21.13,0,1,186.53,14.2
5072,26,21.48,0,1,186.55,13.97
12719,55,22.95,0,1,186.55,13.07
7055,41,21.35,0,1,186.55,14.05
9416,50,22.3,0,1,186.55,13.45
6694,40,21.57,0,1,186.55,13.91
9094,60,22.52,0,1,186.55,13.32
6891,50,21.43,0,1,186.57,14.0
13172,35,23.03,1,0,186.57,13.03
29808,27,23.85,0,1,186.57,12.58
10579,46,21.98,0,1,186.58,13.65
5459,42,21.4,0,1,186.58,14.02
6150,58,21.92,0,1,186.58,13.69
3760,31,21.38,0,1,186.58,14.03
9628,43,21.93,0,1,186.6,13.68
11584,37,22.43,1,0,186.6,13.37
9732,46,22.58,0,1,186.62,13.29
10601,51,22.8,0,1,186.62,13.16
10198,47,22.15,0,1,186.62,13.54
4683,46,21.13,0,1,186.62,14.2
6561,43,22.42,0,1,186.63,13.38
6384,45,21.88,0,1,186.63,13.71
11434,30,21.88,1,0,186.65,13.71
13948,65,22.68,0,1,186.65,13.23
8417,27,21.0,1,0,186.65,14.29
9663,48,21.37,0,1,186.67,14.04
9590,43,22.4,0,1,186.67,13.39
8778,46,21.73,0,1,186.67,13.81
10604,47,21.87,0,1,186.68,13.72
8490,46,21.55,0,1,186.68,13.92
14095,36,22.32,1,0,186.68,13.44
9235,43,22.27,0,1,186.68,13.47
6534,32,22.05,0,1,186.7,13.61
10000,28,20.93,1,0,186.7,14.33
8937,47,20.53,1,0,186.7,14.61
6763,43,21.23,0,1,186.72,14.13
6904,36,21.25,0,1,186.72,14.12
5674,45,20.83,0,1,186.73,14.4
5801,35,20.67,0,1,186.73,14.51
9835,52,22.93,0,1,186.73,13.08
8734,48,21.77,0,1,186.73,13.78
9958,28,21.35,1,0,186.73,14.05
8167,44,21.48,0,1,186.75,13.97
9727,35,21.6,1,0,186.75,13.89
10974,25,22.55,1,0,186.75,13.3
2136,43,20.52,0,1,186.75,14.62
10829,47,22.53,0,1,186.75,13.32
8692,36,20.97,0,1,186.78,14.31
3513,30,22.23,0,1,186.78,13.5
9324,44,21.95,0,1,186.78,13.67
9633,27,22.13,1,0,186.8,13.56
9042,40,21.75,0,1,186.8,13.79
7411,41,22.05,0,1,186.82,13.61
7351,45,21.83,0,1,186.82,13.74
8101,35,21.87,0,1,186.82,13.72
6255,48,21.73,0,1,186.82,13.81
26665,20,23.45,0,1,186.82,12.79
5427,42,22.1,0,1,186.83,13.57
8682,37,19.02,0,1,186.83,15.77
7459,44,22.53,0,1,186.83,13.32
7364,46,21.9,0,1,186.85,13.7
8302,45,21.18,1,0,186.85,14.16
17328,29,23.17,1,0,186.85,12.95
8248,36,21.33,0,1,186.85,14.06
9630,30,22.22,1,0,186.85,13.5
12606,27,22.27,1,0,186.85,13.47
9623,53,22.8,0,1,186.85,13.16
8441,35,22.95,0,1,186.87,13.07
10808,62,21.47,0,1,186.87,13.97
10821,52,21.73,0,1,186.87,13.81
4879,31,21.45,0,1,186.88,13.99
11407,31,22.72,1,0,186.88,13.2
11376,51,22.92,0,1,186.88,13.09
5706,36,21.62,0,1,186.9,13.88
8392,25,21.22,1,0,186.9,14.14
6793,32,22.07,1,0,186.92,13.59
8907,45,21.4,1,0,186.92,14.02
10556,46,21.75,0,1,186.92,13.79
6016,35,18.72,0,1,186.92,16.03
9956,40,20.8,1,0,186.93,14.42
2852,31,20.9,0,1,186.93,14.35
4493,43,21.7,0,1,186.93,13.82
5792,50,21.1,0,1,186.93,14.22
6454,45,21.53,0,1,186.93,13.93
4271,40,21.57,0,1,186.93,13.91
8676,48,21.98,0,1,186.93,13.65
1271,48,21.25,0,1,186.93,14.12
5331,42,20.43,0,1,186.95,14.68
6980,47,20.9,0,1,186.95,14.35
8956,40,21.05,0,1,186.95,14.25
9949,26,21.87,1,0,186.97,13.72
5933,18,21.93,0,1,186.97,13.68
3087,39,20.63,0,1,186.97,14.54
4111,40,22.37,0,1,186.97,13.41
8781,52,20.15,0,1,186.98,14.89
8215,56,21.95,0,1,186.98,13.67
4387,40,20.53,0,1,186.98,14.61
10409,48,21.95,0,1,186.98,13.67
2347,23,21.1,0,1,186.98,14.22
6629,38,22.07,0,1,187.0,13.59
11435,29,23.42,1,0,187.0,12.81
5471,27,20.25,1,0,187.0,14.81
10245,27,22.12,1,0,187.0,13.56
7193,39,20.85,0,1,187.02,14.39
3742,35,21.67,0,1,187.02,13.84
6392,34,21.03,0,1,187.02,14.27
5652,36,21.17,0,1,187.02,14.17
8504,38,22.02,0,1,187.03,13.62
9896,28,21.47,1,0,187.03,13.97
6952,66,21.55,0,1,187.03,13.92
11282,24,22.27,1,0,187.05,13.47
6925,58,20.93,0,1,187.05,14.33
9080,47,22.42,0,1,187.05,13.38
6423,36,21.65,0,1,187.05,13.86
10634,50,22.02,0,1,187.08,13.62
5807,44,22.0,0,1,187.08,13.64
9122,43,22.28,0,1,187.08,13.46
12246,35,22.62,1,0,187.1,13.26
7166,29,21.0,1,0,187.1,14.29
9879,29,22.63,1,0,187.1,13.26
3260,29,20.93,0,1,187.1,14.33
4210,23,20.62,0,1,187.1,14.55
5961,51,22.48,0,1,187.1,13.35
4123,38,21.0,0,1,187.1,14.29
10983,31,22.97,1,0,187.1,13.06
8295,41,21.92,0,1,187.1,13.69
8526,39,21.73,0,1,187.12,13.81
6155,33,21.25,0,1,187.12,14.12
11963,61,21.68,0,1,187.12,13.84
8625,35,21.82,1,0,187.12,13.75
8635,38,20.58,0,1,187.12,14.58
13698,54,21.55,0,1,187.13,13.92
8814,42,21.83,0,1,187.13,13.74
9134,51,21.78,1,0,187.13,13.77
9966,53,22.32,0,1,187.15,13.44
12424,30,22.92,1,0,187.15,13.09
8938,34,21.3,1,0,187.15,14.08
5110,38,21.28,0,1,187.15,14.1
4510,34,21.47,0,1,187.17,13.97
3740,35,21.37,0,1,187.17,14.04
3646,34,21.37,0,1,187.17,14.04
5188,42,21.65,0,1,187.17,13.86
8136,45,21.35,0,1,187.17,14.05
11750,51,21.9,0,1,187.17,13.7
9982,53,22.25,0,1,187.17,13.48
9433,34,22.22,1,0,187.17,13.5
5632,35,20.98,0,1,187.17,14.3
8052,42,21.53,0,1,187.18,13.93
3577,41,21.02,0,1,187.18,14.27
9456,48,22.67,0,1,187.18,13.23
6899,40,21.12,0,1,187.18,14.2
10531,50,21.47,0,1,187.2,13.97
4588,48,20.55,0,1,187.22,14.6
9368,47,20.57,0,1,187.22,14.58
8053,42,20.58,0,1,187.22,14.58
5479,49,21.55,0,1,187.23,13.92
11137,45,22.45,0,1,187.25,13.36
31954,42,22.92,0,1,187.25,13.09
9882,40,22.05,0,1,187.25,13.61
5327,26,22.22,0,1,187.25,13.5
1576,50,20.08,0,1,187.25,14.94
8176,38,20.82,0,1,187.25,14.41
5541,32,21.5,0,1,187.27,13.95
11903,42,22.97,1,0,187.28,13.06
13226,46,23.0,1,0,187.28,13.04
10627,46,22.18,0,1,187.28,13.53
9427,41,22.03,0,1,187.28,13.62
8829,47,21.28,0,1,187.28,14.1
6200,47,22.1,0,1,187.3,13.57
12415,30,22.37,1,0,187.3,13.41
5220,21,21.08,0,1,187.3,14.23
5912,44,19.9,0,1,187.3,15.08
12214,56,23.9,0,1,187.32,12.55
8029,39,21.12,1,0,187.35,14.2
8623,40,22.1,0,1,187.35,13.57
8591,52,21.43,0,1,187.35,14.0
11003,26,22.13,1,0,187.35,13.56
9562,31,22.3,1,0,187.37,13.45
3149,40,21.98,0,1,187.37,13.65
12381,27,22.72,1,0,187.37,13.2
5403,35,21.9,0,1,187.38,13.7
8122,41,20.67,0,1,187.38,14.51
6446,51,21.57,0,1,187.38,13.91
6019,32,21.52,0,1,187.38,13.94
4592,26,21.88,0,1,187.38,13.71
5272,31,22.25,0,1,187.38,13.48
5870,25,21.02,1,0,187.38,14.27
8641,52,22.1,0,1,187.4,13.57
17577,26,21.6,1,0,187.4,13.89
7045,45,21.25,1,0,187.4,14.12
6731,38,22.45,0,1,187.42,13.36
10582,35,22.87,1,0,187.42,13.12
12005,49,22.77,0,1,187.42,13.18
9052,41,22.55,0,1,187.42,13.3
8516,43,21.5,0,1,187.42,13.95
5068,39,20.58,0,1,187.42,14.58
4314,53,21.43,0,1,187.42,14.0
4776,46,21.92,0,1,187.42,13.69
5793,45,21.53,0,1,187.43,13.93
7604,47,21.37,1,0,187.43,14.04
13523,27,23.7,1,0,187.43,12.66
8541,38,21.37,0,1,187.43,14.04
6224,42,21.07,0,1,187.45,14.24
4069,31,21.08,0,1,187.45,14.23
8517,41,20.42,0,1,187.45,14.69
9296,46,21.92,0,1,187.45,13.69
3851,35,21.97,0,1,187.45,13.65
5960,57,21.5,0,1,187.47,13.95
8488,35,22.52,0,1,187.47,13.32
5985,23,20.92,0,1,187.47,14.34
10474,46,22.13,1,0,187.47,13.56
6056,38,21.75,0,1,187.48,13.79
9363,35,22.27,1,0,187.48,13.47
7431,41,21.7,0,1,187.48,13.82
11406,57,22.67,0,1,187.48,13.23
7041,47,21.4,0,1,187.48,14.02
9355,42,21.63,0,1,187.48,13.87
6268,40,20.87,0,1,187.48,14.37
6582,33,21.72,0,1,187.5,13.81
6580,38,20.67,0,1,187.5,14.51
7209,36,21.73,0,1,187.5,13.81
9434,29,21.67,1,0,187.52,13.84
6626,40,21.6,0,1,187.52,13.89
7371,44,21.42,0,1,187.52,14.01
10375,55,22.12,0,1,187.53,13.56
10197,45,22.12,0,1,187.53,13.56
9675,40,22.08,0,1,187.53,13.59
9622,54,20.72,0,1,187.53,14.48
5872,45,21.42,0,1,187.53,14.01
11033,49,22.23,0,1,187.53,13.5
10359,48,21.8,0,1,187.55,13.76
9792,42,21.65,0,1,187.55,13.86
10443,30,22.32,1,0,187.55,13.44
13504,50,21.85,0,1,187.57,13.73
8013,40,21.63,0,1,187.58,13.87
8151,47,21.93,0,1,187.58,13.68
8089,44,22.15,0,1,187.58,13.54
6680,34,21.12,0,1,187.58,14.2
7042,48,21.55,0,1,187.58,13.92
5991,19,20.5,0,1,187.58,14.63
3477,45,22.05,0,1,187.6,13.61
6456,45,21.37,0,1,187.6,14.04
6581,31,21.18,0,1,187.6,14.16
5672,30,21.65,1,0,187.62,13.86
4160,39,20.63,0,1,187.62,14.54
6117,27,22.27,0,1,187.63,13.47
5895,25,20.97,0,1,187.63,14.31
2503,39,21.28,0,1,187.63,14.1
9408,49,21.95,0,1,187.65,13.67
8083,50,21.57,0,1,187.65,13.91
9713,41,22.6,0,1,187.65,13.27
11546,46,22.48,0,1,187.67,13.35
8562,49,20.88,0,1,187.67,14.37
9447,43,22.05,0,1,187.67,13.61
7288,40,21.57,0,1,187.68,13.91
7119,60,21.4,0,1,187.68,14.02
9106,41,21.83,0,1,187.68,13.74
8640,37,21.22,0,1,187.7,14.14
10158,40,22.77,0,1,187.7,13.18
6219,21,21.68,0,1,187.7,13.84
10968,38,22.15,1,0,187.7,13.54
10573,46,21.3,0,1,187.7,14.08
14335,28,21.93,1,0,187.7,13.68
9425,44,22.18,0,1,187.72,13.53
3833,32,22.35,0,1,187.72,13.42
10072,57,21.93,0,1,187.72,13.68
3939,33,21.52,0,1,187.72,13.94
13204,25,23.05,1,0,187.72,13.02
10405,27,22.08,1,0,187.72,13.59
8365,36,21.53,1,0,187.73,13.93
10462,47,21.97,0,1,187.73,13.65
9619,51,22.45,0,1,187.73,13.36
10984,28,21.52,1,0,187.73,13.94
7191,39,22.72,0,1,187.73,13.2
6533,30,21.75,0,1,187.75,13.79
5624,37,21.35,0,1,187.75,14.05
8321,44,21.87,0,1,187.75,13.72
8361,37,20.87,0,1,187.75,14.37
152,38,21.55,1,0,187.75,13.92
3183,38,22.28,0,1,187.77,13.46
6765,36,21.32,0,1,187.77,14.07
12252,39,22.63,1,0,187.77,13.26
4519,33,21.02,1,0,187.77,14.27
10109,44,22.27,0,1,187.78,13.47
11758,47,22.02,0,1,187.8,13.62
25231,38,23.57,0,1,187.8,12.73
168,44,20.38,1,0,187.82,14.72
11237,39,21.37,1,0,187.82,14.04
4760,25,20.72,0,1,187.82,14.48
8478,41,21.83,0,1,187.83,13.74
8381,42,20.78,0,1,187.83,14.44
9945,46,21.78,0,1,187.83,13.77
6270,40,21.03,0,1,187.85,14.27
6245,55,21.23,0,1,187.85,14.13
10238,43,22.6,0,1,187.85,13.27
9075,44,22.25,0,1,187.85,13.48
3446,41,21.07,0,1,187.87,14.24
8917,42,21.15,0,1,187.87,14.18
9520,40,21.62,0,1,187.87,13.88
9538,24,22.27,1,0,187.88,13.47
6590,37,21.08,0,1,187.88,14.23
6549,54,21.65,0,1,187.9,13.86
6325,34,21.48,0,1,187.9,13.97
5392,37,22.37,0,1,187.9,13.41
27391,37,22.12,0,1,187.9,13.56
14373,52,22.93,0,1,187.92,13.08
10631,26,22.43,1,0,187.92,13.37
14465,31,22.0,1,0,187.92,13.64
9143,47,23.05,0,1,187.93,13.02
2934,24,19.45,0,1,187.93,15.42
8261,42,20.53,0,1,187.93,14.61
9210,47,23.07,0,1,187.93,13.0
9787,44,22.43,1,0,187.93,13.37
5940,26,21.4,0,1,187.95,14.02
4041,41,21.08,0,1,187.95,14.23
2759,28,21.18,0,1,187.97,14.16
9176,54,22.33,0,1,187.97,13.43
6413,29,21.1,0,1,187.97,14.22
8523,49,21.43,0,1,187.97,14.0
31618,34,20.22,0,1,187.98,14.84
6594,33,22.1,0,1,187.98,13.57
9495,27,21.9,1,0,187.98,13.7
11604,26,22.32,1,0,188.0,13.44
10893,46,21.37,0,1,188.0,14.04
8880,43,21.73,0,1,188.0,13.81
8286,53,21.4,0,1,188.0,14.02
9010,42,21.82,1,0,188.02,13.75
12860,32,23.02,1,0,188.02,13.03
3755,46,21.43,1,0,188.02,14.0
7046,36,21.2,1,0,188.02,14.15
10317,47,21.62,0,1,188.02,13.88
9329,67,22.05,0,1,188.02,13.61
3326,26,19.78,0,1,188.03,15.17
8753,38,22.08,1,0,188.03,13.59
8096,37,21.28,0,1,188.03,14.1
8782,40,21.72,0,1,188.03,13.81
6206,41,21.28,0,1,188.03,14.1
925,42,20.97,0,1,188.05,14.31
4219,33,20.95,0,1,188.05,14.32
7091,53,21.17,0,1,188.05,14.17
8009,48,19.83,0,1,188.05,15.13
5526,48,21.72,0,1,188.07,13.81
